year,date,stage,course,type,distance_in_km,winner_name,country
2012,2012-07-14,13,Saint-Paul-Trois-Châteaux to Cap d'Agde,Flat,217.0,André Greipel,Alemania
2012,2012-07-15,14,Limoux to Foix,Mountain,191.0,Luis León Sánchez,España
2012,2012-07-16,15,Samatan to Pau,Flat,158.5,Pierrick Fédrigo,Francia
2012,2012-07-18,16,Pau to Bagnères-de-Luchon,Mountain,197.0,Thomas Voeckler,Francia
2012,2012-07-19,17,Bagnères-de-Luchon to Peyragudes,Mountain,143.5,Alejandro Valverde,España
2012,2012-07-20,18,Blagnac to Brive-la-Gaillarde,Flat,222.5,Mark Cavendish,Reino Unido
2012,2012-07-21,19,Bonneval to Chartres,Individual time-trial,53.5,Bradley Wiggins,Reino Unido
2012,2012-07-22,20,Rambouillet to Paris (Champs-Élysées),Flat,120.0,Mark Cavendish,Reino Unido
2013,2013-06-29,1,Porto-Vecchio to Bastia,Flat,213.0,Marcel Kittel,Alemania
2013,2013-06-30,2,Bastia to Ajaccio,Hilly,156.0,Jan Bakelants,Bélgica
2013,2013-07-01,3,Ajaccio to Calvi,Hilly,145.5,Simon Gerrans,Australia
2013,2013-07-02,4,Nice,Team time-trial,25.0,Orica–GreenEDGE,
2013,2013-07-03,5,Cagnes-sur-Mer to Marseille,Flat,228.5,Mark Cavendish,Reino Unido
2013,2013-07-04,6,Aix-en-Provence to Montpellier,Flat,176.5,André Greipel,Alemania
2013,2013-07-05,7,Montpellier to Albi,Flat,205.5,Peter Sagan,Eslovaquia
2013,2013-07-06,8,Castres to Ax 3 Domaines,Mountain,195.0,Chris Froome,Reino Unido
2013,2013-07-07,9,Saint-Girons – Bagnères-de-Bigorre,Mountain,168.5,Dan Martin,Irlanda
2013,2013-07-09,10,Saint-Gildas-des-Bois to Saint-Malo,Flat,197.0,Marcel Kittel,Alemania
2013,2013-07-10,11,Avranches to Mont Saint-Michel,Individual time-trial,33.0,Tony Martin,Alemania
2013,2013-07-11,12,Fougères to Tours,Flat,218.0,Marcel Kittel,Alemania
2013,2013-07-12,13,Tours to Saint-Amand-Montrond,Flat,173.0,Mark Cavendish,Reino Unido
2013,2013-07-13,14,Saint-Pourçain-sur-Sioule to Lyon,Hilly,191.0,Matteo Trentin,Italia
2013,2013-07-14,15,Givors to Mont Ventoux,Mountain,242.5,Chris Froome,Reino Unido
2013,2013-07-16,16,Vaison-la-Romaine to Gap,Mountain,168.0,Rui Costa,Portugal
2013,2013-07-17,17,Embrun to Chorges,Individual time-trial,32.0,Chris Froome,Reino Unido
2013,2013-07-18,18,Gap to Alpe d'Huez,Mountain,172.5,Christophe Riblon,Francia
2013,2013-07-19,19,Le Bourg-d'Oisans to Le Grand-Bornand,Mountain,204.5,Rui Costa,Portugal
2013,2013-07-20,20,Annecy to Semnoz,Mountain,125.0,Nairo Quintana,Colombia
2013,2013-07-21,21,Versailles to Paris (Champs-Élysées),Flat,133.5,Marcel Kittel,Alemania
2014,2014-07-05,1,Leeds to Harrogate (United Kingdom),Flat,190.5,Marcel Kittel,Alemania
2014,2014-07-06,2,York to Sheffield (United Kingdom),Hilly,201.0,Vincenzo Nibali,Italia
2014,2014-07-07,3,Cambridge to London (United Kingdom),Flat,155.0,Marcel Kittel,Alemania
2014,2014-07-08,4,Le Touquet-Paris-Plage to Lille Metropole,Flat,163.5,Marcel Kittel,Alemania
2014,2014-07-09,5,Ypres (Belgium) to Arenberg Porte du Hainaut,Hilly,152.5,Lars Boom,Países Bajos
2014,2014-07-10,6,Arras to Reims,Flat,194.0,André Greipel,Alemania
2014,2014-07-11,7,Épernay to Nancy,Flat,234.5,Matteo Trentin,Italia
2014,2014-07-12,8,Tomblaine to Gérardmer La Mauselaine,Hilly,161.0,Blel Kadri,Francia
2014,2014-07-13,9,Gérardmer to Mulhouse,Hilly,170.0,Tony Martin,Alemania
2014,2014-07-14,10,Mulhouse to La Planche des Belles Filles,Mountain,161.5,Vincenzo Nibali,Italia
2014,2014-07-16,11,Besançon to Oyonnax,Hilly,187.5,Tony Gallopin,Francia
2014,2014-07-17,12,Bourg-en-Bresse to Saint-Étienne,Flat,185.5,Alexander Kristoff,Noruega
2014,2014-07-18,13,Saint-Étienne to Chamrousse,Mountain,197.5,Vincenzo Nibali,Italia
2014,2014-07-19,14,Grenoble to Risoul,Mountain,177.0,Rafał Majka,Polonia
2014,2014-07-20,15,Tallard to Nîmes,Flat,222.0,Alexander Kristoff,Noruega
2014,2014-07-22,16,Carcassonne to Bagnères-de-Luchon,Mountain,237.5,Michael Rogers,Australia
2014,2014-07-23,17,Saint-Gaudens to Saint-Lary Pla d’Adet,Mountain,124.5,Rafał Majka,Polonia
2014,2014-07-24,18,Pau to Hautacam,Mountain,145.5,Vincenzo Nibali,Italia
2014,2014-07-25,19,Maubourguet Pays du Val d’Adour to Bergerac,Flat,208.5,Ramūnas Navardauskas,Lituania
2014,2014-07-26,20,Bergerac to Périgueux,Individual time-trial,54.0,Tony Martin,Alemania
2014,2014-07-27,21,Évry to Paris (Champs-Élysées),Flat,137.5,Marcel Kittel,Alemania
2015,2015-07-04,1,Utrecht (Netherlands),Individual time-trial,13.8,Rohan Dennis,Australia
2015,2015-07-05,2,Utrecht (Netherlands) to Zeeland[b] (Netherlands),Flat,166.0,André Greipel,Alemania
2015,2015-07-06,3,Antwerp (Belgium) to Huy (Belgium),Hilly,159.5,Joaquim Rodríguez,España
2015,2015-07-07,4,Seraing (Belgium) to Cambrai,Hilly,223.5,Tony Martin,Alemania
2015,2015-07-08,5,Arras to Amiens,Flat,189.5,André Greipel,Alemania
2015,2015-07-09,6,Abbeville to Le Havre,Flat,191.5,Zdeněk Štybar,República Checa
2015,2015-07-10,7,Livarot to Fougères,Flat,190.5,Mark Cavendish,Reino Unido
2015,2015-07-11,8,Rennes to Mûr-de-Bretagne,Hilly,181.5,Alexis Vuillermoz,Francia
2015,2015-07-12,9,Vannes to Plumelec,Team time-trial,28.0,Racing Team,
2015,2015-07-14,10,Tarbes to La Pierre Saint-Martin,Hilly,167.0,Chris Froome,Reino Unido
2015,2015-07-15,11,Pau to Cauterets,Mountain,188.0,Rafał Majka,Polonia
2015,2015-07-16,12,Lannemezan to Plateau de Beille,Mountain,195.0,Joaquim Rodríguez,España
2015,2015-07-17,13,Muret to Rodez,Hilly,198.5,Greg Van Avermaet,Bélgica
2015,2015-07-18,14,Rodez to Mende,Hilly,178.5,Steve Cummings,Reino Unido
2015,2015-07-19,15,Mende to Valence,Flat,183.0,André Greipel,Alemania
2015,2015-07-20,16,Bourg-de-Péage to Gap,Hilly,201.0,Rubén Plaza Molina,España
2015,2015-07-22,17,Digne-les-Bains to Pra-Loup,Mountain,161.0,Simon Geschke,Alemania
2015,2015-07-23,18,Gap to Saint-Jean-de-Maurienne,Mountain,186.5,Romain Bardet,Francia
2015,2015-07-24,19,Saint-Jean-de-Maurienne to La Toussuire – Les Sybelles,Mountain,138.0,Vincenzo Nibali,Italia
2015,2015-07-25,20,Modane to Alpe d'Huez,Mountain,110.5,Thibaut Pinot,Francia
2015,2015-07-26,21,Sèvres to Paris (Champs-Élysées),Flat,109.5,André Greipel,Alemania
2016,2016-07-02,1,Mont Saint-Michel to Utah Beach (Sainte-Marie-du-Mont),Flat,188.0,Mark Cavendish,Reino Unido
2016,2016-07-03,2,Saint-Lô to Cherbourg-en-Cotentin,Flat,183.0,Peter Sagan,Eslovaquia
2016,2016-07-04,3,Granville to Angers,Flat,223.5,Mark Cavendish,Reino Unido
2016,2016-07-05,4,Saumur to Limoges,Flat,237.5,Marcel Kittel,Alemania
2016,2016-07-06,5,Limoges to Le Lioran,Hilly,216.0,Greg Van Avermaet,Bélgica
2016,2016-07-07,6,Arpajon-sur-Cère to Montauban,Flat,190.5,Mark Cavendish,Reino Unido
2016,2016-07-08,7,L'Isle-Jourdain to Lac de Payolle,Hilly,162.5,Steve Cummings,Reino Unido
2016,2016-07-09,8,Pau to Bagnères-de-Luchon,Mountain,184.0,Chris Froome,Reino Unido
2016,2016-07-10,9,Vielha Val d'Aran (Spain) to Andorra-Arcalis (Andorra),Mountain,184.5,Tom Dumoulin,Países Bajos
2016,2016-07-12,10,Escaldes-Engordany (Andorra) to Revel,Hilly,197.0,Michael Matthews,Australia
2016,2016-07-13,11,Carcassonne to Montpellier,Flat,162.5,Peter Sagan,Eslovaquia
2016,2016-07-14,12,Montpellier to Chalet Reynard (Mont Ventoux)[a],Mountain,178.0,Thomas De Gendt,Bélgica
2016,2016-07-15,13,Bourg-Saint-Andéol to La Caverne du Pont-d'Arc,Individual time-trial,37.5,Tom Dumoulin,Países Bajos
2016,2016-07-16,14,Montélimar to Villars-les-Dombes (Parc des Oiseaux),Flat,208.5,Mark Cavendish,Reino Unido
2016,2016-07-17,15,Bourg-en-Bresse to Culoz,Mountain,160.0,Jarlinson Pantano,Colombia
2016,2016-07-18,16,Moirans-en-Montagne to Bern (Switzerland),Flat,209.0,Peter Sagan,Eslovaquia
2016,2016-07-20,17,Bern (Switzerland) to Finhaut–Émosson (Switzerland),Mountain,184.5,Ilnur Zakarin,Rusia
2016,2016-07-21,18,Sallanches to Megève,Mountain time-trial,17.0,Chris Froome,Reino Unido
2016,2016-07-22,19,Albertville to Saint Gervais-les-Bains,Mountain,146.0,Romain Bardet,Francia
2016,2016-07-23,20,Megève to Morzine,Mountain,146.5,Ion Izagirre,España
2016,2016-07-24,21,Chantilly to Paris (Champs-Élysées),Flat,113.0,André Greipel,Alemania
2017,2017-07-01,1,Düsseldorf (Germany),Individual time-trial,14.0,Geraint Thomas,Reino Unido
2017,2017-07-02,2,Düsseldorf (Germany) to Liège (Belgium),Flat,203.5,Marcel Kittel,Alemania
2017,2017-07-03,3,Verviers (Belgium) to Longwy,Hilly,212.5,Peter Sagan,Eslovaquia
2017,2017-07-04,4,Mondorf-les-Bains (Luxembourg) to Vittel,Flat,207.5,Arnaud Démare,Francia
2017,2017-07-05,5,Vittel to La Planche des Belles Filles,Hilly,160.5,Fabio Aru,Italia
2017,2017-07-06,6,Vesoul to Troyes,Flat,216.0,Marcel Kittel,Alemania
2017,2017-07-07,7,Troyes to Nuits-Saint-Georges,Flat,213.5,Marcel Kittel,Alemania
2017,2017-07-08,8,Dole to Station des Rousses,Hilly,187.5,Lilian Calmejane,Francia
2017,2017-07-09,9,Nantua to Chambéry,Mountain,181.5,Rigoberto Urán,Colombia
2017,2017-07-11,10,Périgueux to Bergerac,Flat,178.0,Marcel Kittel,Alemania
2017,2017-07-12,11,Eymet to Pau,Flat,203.5,Marcel Kittel,Alemania
2017,2017-07-13,12,Pau to Peyragudes,Mountain,214.5,Romain Bardet,Francia
2017,2017-07-14,13,Saint-Girons to Foix,Mountain,101.0,Warren Barguil,Francia
2017,2017-07-15,14,Blagnac to Rodez,Hilly,181.5,Michael Matthews,Australia
2017,2017-07-16,15,Laissac-Sévérac-l'Église to Le Puy-en-Velay,Hilly,189.5,Bauke Mollema,Países Bajos
2017,2017-07-18,16,Le Puy-en-Velay to Romans-sur-Isère,Hilly,165.0,Michael Matthews,Australia
2017,2017-07-19,17,La Mure to Serre Chevalier,Mountain,183.0,Primož Roglič,Eslovenia
2017,2017-07-20,18,Briançon to Col d'Izoard,Mountain,179.5,Warren Barguil,Francia
2017,2017-07-21,19,Embrun to Salon-de-Provence,Flat,222.5,Edvald Boasson Hagen,Noruega
2017,2017-07-22,20,Marseille,Individual time-trial,22.5,Maciej Bodnar,Polonia
2017,2017-07-23,21,Montgeron to Paris (Champs-Élysées),Flat,103.0,Dylan Groenewegen,Países Bajos
2018,2018-07-07,1,Noirmoutier-en-l'Île to Fontenay-le-Comte,Flat,201.0,Fernando Gaviria,Colombia
2018,2018-07-08,2,Mouilleron-Saint-Germain to La Roche-sur-Yon,Flat,182.5,Peter Sagan,Eslovaquia
2018,2018-07-09,3,Cholet to Cholet,Team time-trial,35.5,Racing Team,
2018,2018-07-10,4,La Baule to Sarzeau,Flat,195.0,Fernando Gaviria,Colombia
2018,2018-07-11,5,Lorient to Quimper,Hilly,204.5,Peter Sagan,Eslovaquia
2018,2018-07-12,6,Brest to Mûr-de-Bretagne,Hilly,181.0,Dan Martin,Irlanda
2018,2018-07-13,7,Fougères to Chartres,Flat,231.0,Dylan Groenewegen,Países Bajos
2018,2018-07-14,8,Dreux to Amiens,Flat,181.0,Dylan Groenewegen,Países Bajos
2018,2018-07-15,9,Arras to Roubaix,Hilly,156.5,John Degenkolb,Alemania
2018,2018-07-17,10,Annecy to Le Grand-Bornand,Mountain,158.5,Julian Alaphilippe,Francia
2018,2018-07-18,11,Albertville to La Rosière,Mountain,108.5,Geraint Thomas,Reino Unido
2018,2018-07-19,12,Bourg-Saint-Maurice to Alpe d'Huez,Mountain,175.5,Geraint Thomas,Reino Unido
2018,2018-07-20,13,Le Bourg-d'Oisans to Valence,Flat,169.5,Peter Sagan,Eslovaquia
2018,2018-07-21,14,Saint-Paul-Trois-Châteaux to Mende,Hilly,188.0,Omar Fraile,España
2018,2018-07-22,15,Millau to Carcassonne,Hilly,181.5,Magnus Cort Nielsen,Dinamarca
2018,2018-07-24,16,Carcassonne to Bagnères-de-Luchon,Mountain,218.0,Julian Alaphilippe,Francia
2018,2018-07-25,17,Bagnères-de-Luchon to Saint-Lary-Soulan (Col de Portet),Mountain,65.0,Nairo Quintana,Colombia
2018,2018-07-26,18,Trie-sur-Baïse to Pau,Flat,171.0,Arnaud Démare,Francia
2018,2018-07-27,19,Lourdes to Laruns,Mountain,200.5,Primož Roglič,Eslovenia
2018,2018-07-28,20,Saint-Pée-sur-Nivelle to Espelette,Individual time-trial,31.0,Tom Dumoulin,Países Bajos
2018,2018-07-29,21,Houilles to Paris (Champs-Élysées),Flat,116.0,Alexander Kristoff,Noruega
2019,2019-07-06,1,Brussels (Belgium) to Brussels (Belgium) via Charleroi (Belgium),Flat,194.5,Mike Teunissen,Países Bajos
2019,2019-07-07,2,Brussels-Royal Palace (Belgium) to Brussels-Atomium (Belgium),Team time-trial,27.6,Team Jumbo–Visma,Países Bajos
2019,2019-07-08,3,Binche (Belgium) to Épernay,Hilly,215.0,Julian Alaphilippe,Francia
2019,2019-07-09,4,Reims to Nancy,Flat,213.5,Elia Viviani,Italia
2019,2019-07-10,5,Saint-Dié-des-Vosges to Colmar,Hilly,175.5,Peter Sagan,Eslovaquia
2019,2019-07-11,6,Mulhouse to La Planche des Belles Filles,Mountain,160.5,Dylan Teuns,Bélgica
2019,2019-07-12,7,Belfort to Chalon-sur-Saône,Flat,230.0,Dylan Groenewegen,Países Bajos
2019,2019-07-13,8,Mâcon to Saint-Étienne,Hilly,200.0,Thomas De Gendt,Bélgica
2019,2019-07-14,9,Saint-Étienne to Brioude,Hilly,170.5,Daryl Impey,Sudáfrica
2019,2019-07-15,10,Saint-Flour to Albi,Flat,217.5,Wout van Aert,Bélgica
2019,2019-07-17,11,Albi to Toulouse,Flat,167.0,Caleb Ewan,Australia
2019,2019-07-18,12,Toulouse to Bagnères-de-Bigorre,Mountain,209.5,Simon Yates,Reino Unido
2019,2019-07-19,13,Pau to Pau,Individual time-trial,27.2,Julian Alaphilippe,Francia
2019,2019-07-20,14,Tarbes to Col du Tourmalet,Mountain,111.0,Thibaut Pinot,Francia
2019,2019-07-21,15,Limoux to Foix Prat d'Albis,Mountain,185.0,Simon Yates,Reino Unido
2019,2019-07-23,16,Nîmes to Nîmes,Flat,177.0,Caleb Ewan,Australia
2019,2019-07-24,17,Pont du Gard to Gap,Hilly,200.0,Matteo Trentin,Italia
2019,2019-07-25,18,Embrun to Valloire,Mountain,208.0,Nairo Quintana,Colombia
2019,2019-07-26,19,Saint-Jean-de-Maurienne to Col de l'Iseran[a],Mountain,89.0,no winner,
2019,2019-07-27,20,Albertville to Val Thorens,Mountain,59.5,Vincenzo Nibali,Italia
2019,2019-07-28,21,Rambouillet to Paris (Champs-Élysées),Flat,128.0,Caleb Ewan,Australia
2020,2020-08-29,1,Nice to Nice,Flat,156.0,Alexander Kristoff,Noruega
2020,2020-08-30,2,Nice to Nice,Hilly,186.0,Julian Alaphilippe,Francia
2020,2020-08-31,3,Nice to Sisteron,Flat,198.0,Caleb Ewan,Australia
2020,2020-09-01,4,Sisteron to Orcières-Merlette,Hilly,160.5,Primož Roglič,Eslovenia
2020,2020-09-02,5,Gap to Privas,Flat,183.0,Wout van Aert,Bélgica
2020,2020-09-03,6,Le Teil to Mont Aigoual,Hilly,191.0,Alexey Lutsenko,Kazajistán
2020,2020-09-04,7,Millau to Lavaur,Flat,168.0,Wout van Aert,Bélgica
2020,2020-09-05,8,Cazères to Loudenvielle,Mountain,141.0,Nans Peters,Francia
2020,2020-09-06,9,Pau to Laruns,Mountain,153.0,Tadej Pogačar,Eslovenia
2020,2020-09-08,10,Île d'Oléron to Île de Ré,Flat,168.5,Sam Bennett,Irlanda
2020,2020-09-09,11,Châtelaillon-Plage to Poitiers,Flat,167.0,Caleb Ewan,Australia
2020,2020-09-10,12,Chauvigny to Sarran,Hilly,218.0,Marc Hirschi,Suiza
2020,2020-09-11,13,Châtel-Guyon to Puy Mary,Hilly,191.5,Daniel Martínez,Colombia
2020,2020-09-12,14,Clermont-Ferrand to Lyon,Hilly,194.0,Søren Kragh Andersen,Dinamarca
2020,2020-09-13,15,Lyon to Grand Colombier,Mountain,174.5,Tadej Pogačar,Eslovenia
2020,2020-09-15,16,La Tour-du-Pin to Villard-de-Lans,Mountain,164.0,Lennard Kämna,Alemania
2020,2020-09-16,17,Grenoble to Méribel (Col de la Loze),Mountain,170.0,Miguel Ángel López,Colombia
2020,2020-09-17,18,Méribel to La Roche-sur-Foron,Mountain,175.0,Michał Kwiatkowski,Polonia
2020,2020-09-18,19,Bourg-en-Bresse to Champagnole,Flat,166.5,Søren Kragh Andersen,Dinamarca
2020,2020-09-19,20,Lure to La Planche des Belles Filles,Mountain time-trial,36.2,Tadej Pogačar,Eslovenia
2020,2020-09-20,21,Mantes-la-Jolie to Paris (Champs-Élysées),Flat,122.0,Sam Bennett,Irlanda
2021,2021-06-26,1,Brest to Landerneau,Hilly,197.8,Julian Alaphilippe,Francia
2021,2021-06-27,2,Perros-Guirec to Mûr-de-Bretagne (Guerlédan),Hilly,183.5,Mathieu van der Poel,Países Bajos
2021,2021-06-28,3,Lorient to Pontivy,Flat,182.9,Tim Merlier,Bélgica
2021,2021-06-29,4,Redon to Fougères,Flat,150.4,Mark Cavendish,Reino Unido
2021,2021-06-30,5,Changé to Laval,Individual time-trial,27.2,Tadej Pogačar,Eslovenia
2021,2021-07-01,6,Tours to Châteauroux,Flat,160.6,Mark Cavendish,Reino Unido
2021,2021-07-02,7,Vierzon to Le Creusot,Hilly,249.1,Matej Mohorič,Eslovenia
2021,2021-07-03,8,Oyonnax to Le Grand-Bornand,Mountain,150.8,Dylan Teuns,Bélgica
2021,2021-07-04,9,Cluses to Tignes,Mountain,144.9,Ben O'Connor,Australia
2021,2021-07-06,10,Albertville to Valence,Flat,190.7,Mark Cavendish,Reino Unido
2021,2021-07-07,11,Sorgues to Malaucène,Mountain,198.9,Wout van Aert,Bélgica
2021,2021-07-08,12,Saint-Paul-Trois-Châteaux to Nîmes,Flat,159.4,Nils Politt,Alemania
2021,2021-07-09,13,Nîmes to Carcassonne,Flat,219.9,Mark Cavendish,Reino Unido
2021,2021-07-10,14,Carcassonne to Quillan,Hilly,183.7,Bauke Mollema,Países Bajos
2021,2021-07-11,15,Céret to Andorra la Vella (Andorra),Mountain,191.3,Sepp Kuss,Estados Unidos
2021,2021-07-13,16,El Pas de la Casa (Andorra) to Saint-Gaudens,Hilly,169.0,Patrick Konrad,Austria
2021,2021-07-14,17,Muret to Saint-Lary-Soulan (Col de Portet),Mountain,178.4,Tadej Pogačar,Eslovenia
2021,2021-07-15,18,Pau to Luz Ardiden,Mountain,129.7,Tadej Pogačar,Eslovenia
2021,2021-07-16,19,Mourenx to Libourne,Flat,207.0,Matej Mohorič,Eslovenia
2021,2021-07-17,20,Libourne to Saint-Émilion,Individual time-trial,30.8,Wout van Aert,Bélgica
2021,2021-07-18,21,Chatou to Paris (Champs-Élysées),Flat,108.4,Wout van Aert,Bélgica
2022,2022-07-01,1,Copenhagen (Denmark),Individual time-trial,13.2,Yves Lampaert,Bélgica
2022,2022-07-02,2,Roskilde to Nyborg (Denmark),Flat,202.5,Fabio Jakobsen,Países Bajos
2022,2022-07-03,3,Vejle to Sønderborg (Denmark),Flat,182.0,Dylan Groenewegen,Países Bajos
2022,2022-07-05,4,Dunkirk to Calais,Hilly,171.5,Wout van Aert,Bélgica
2022,2022-07-06,5,Lille to Arenberg,Hilly,157.0,Simon Clarke,Australia
2022,2022-07-07,6,Binche (Belgium) to Longwy,Hilly,220.0,Tadej Pogačar,Eslovenia
2022,2022-07-08,7,Tomblaine to La Super Planche des Belles Filles,Hilly,176.5,Tadej Pogačar,Eslovenia
2022,2022-07-09,8,Dole to Lausanne (Switzerland),Hilly,186.5,Wout van Aert,Bélgica
2022,2022-07-10,9,Aigle (Switzerland) to Châtel,Mountain,193.0,Bob Jungels,Luxemburgo
2022,2022-07-12,10,Morzine to Megève,Hilly,148.5,Magnus Cort,Dinamarca
2022,2022-07-13,11,Albertville to Col du Granon,Mountain,152.0,Jonas Vingegaard,Dinamarca
2022,2022-07-14,12,Briançon to Alpe d'Huez,Mountain,165.5,Tom Pidcock,Reino Unido
2022,2022-07-15,13,Le Bourg-d'Oisans to Saint-Étienne,Flat,193.0,Mads Pedersen,Dinamarca
2022,2022-07-16,14,Saint-Étienne to Mende,Hilly,192.5,Michael Matthews,Australia
2022,2022-07-17,15,Rodez to Carcassonne,Flat,202.5,Jasper Philipsen,Bélgica
2022,2022-07-19,16,Carcassonne to Foix,Mountain,178.5,Hugo Houle,Canadá
2022,2022-07-20,17,Saint-Gaudens to Peyragudes,Mountain,130.0,Tadej Pogačar,Eslovenia
2022,2022-07-21,18,Lourdes to Hautacam,Mountain,143.5,Jonas Vingegaard,Dinamarca
2022,2022-07-22,19,Castelnau-Magnoac to Cahors,Flat,188.5,Christophe Laporte,Francia
2022,2022-07-23,20,Lacapelle-Marival to Rocamadour,Individual time-trial,40.7,Wout van Aert,Bélgica
2022,2022-07-24,21,Paris La Défense Arena to Paris (Champs-Élysées),Flat,116.0,Jasper Philipsen,Bélgica
2023,2023-07-01,1,ESP Bilbao – ESP Bilbao,Hilly,182.0,Adam Yates,Reino Unido
2023,2023-07-02,2,ESP Vitoria – ESP San Sebastián,Hilly,208.9,Victor Lafay,Francia
2023,2023-07-03,3,ESP Amorebieta-Echano – Bayona,Flat,193.5,Jasper Philipsen,Bélgica
2023,2023-07-04,4,Dax – Nogaro,Flat,181.8,Jasper Philipsen,Bélgica
2023,2023-07-05,5,Pau – Laruns,Mountain,162.7,Jai Hindley,Australia
2023,2023-07-06,6,Tarbes – Cauterets,Mountain,144.9,Tadej Pogačar,Eslovenia
2023,2023-07-07,7,Mont-de-Marsan – Burdeos,Flat,169.9,Jasper Philipsen,Bélgica
2023,2023-07-08,8,Libourne – Limoges,Hilly,200.7,Mads Pedersen,Dinamarca
2023,2023-07-09,9,Saint-Léonard-de-Noblat – Puy de Dôme,Mountain,182.4,Michael Woods,Canadá
2023,2023-07-11,10,Vulcania – Issoire,Hilly,167.2,Pello Bilbao,España
2023,2023-07-12,11,Clermont-Ferrand – Moulins,Flat,179.8,Jasper Philipsen,Bélgica
2023,2023-07-13,12,Roanne – Belleville-en-Beaujolais,Hilly,168.8,Ion Izagirre,España
2023,2023-07-14,13,Châtillon-sur-Chalaronne – Col du Grand Colombier,Mountain,137.8,Michał Kwiatkowski,Polonia
2023,2023-07-15,14,Annemasse – Morzine,Mountain,151.8,Carlos Rodríguez,España
2023,2023-07-16,15,Les Gets – Saint-Gervais-les-Bains,Mountain,179.0,Wout Poels,Países Bajos
2023,2023-07-18,16,Passy – Combloux,Individual time-trial,22.4,Jonas Vingegaard,Dinamarca
2023,2023-07-19,17,Saint-Gervais-les-Bains – Courchevel,Mountain,165.7,Felix Gall,Austria
2023,2023-07-20,18,Moûtiers – Bourg-en-Bresse,Flat,184.9,Kasper Asgreen,Dinamarca
2023,2023-07-21,19,Moirans-en-Montagne – Poligny,Hilly,172.8,Matej Mohorič,Eslovenia
2023,2023-07-22,20,Belfort – Le Markstein,Mountain,133.5,Tadej Pogačar,Eslovenia
2023,2023-07-23,21,Saint-Quentin-en-Yvelines – París,Flat,115.1,Jordi Meeus,Bélgica
2024,2024-06-29,1,ITA Florencia – ITA Rímini,Hilly,206.0,Romain Bardet,Francia
2024,2024-06-30,2,ITA Cesenatico – ITA Bolonia,Hilly,199.2,Kévin Vauquelin,Francia
2024,2024-07-01,3,ITA Piacenza – ITA Turín,Hilly,230.8,Biniam Girmay,Eritrea
2024,2024-07-02,4,ITA Pinerolo – Valloire,Mountain,139.6,Tadej Pogačar,Eslovenia
2024,2024-07-03,5,Saint-Jean-de-Maurienne – Saint-Vulbas,Flat,177.4,Mark Cavendish,Reino Unido
2024,2024-07-04,6,Mâcon – Dijon,Flat,163.5,Dylan Groenewegen,Países Bajos
2024,2024-07-05,7,Nuits-Saint-Georges – Gevrey-Chambertin,Individual time-trial,25.3,Remco Evenepoel,Bélgica
2024,2024-07-06,8,Semur-en-Auxois – Colombey-les-Deux-Églises,Hilly,183.4,Biniam Girmay,Eritrea
2024,2024-07-07,9,Troyes – Troyes,Hilly,199.0,Anthony Turgis,Francia
2024,2024-07-09,10,Orleans – Saint-Amand-Montrond,Flat,187.3,Jasper Philipsen,Bélgica
2024,2024-07-10,11,Évaux-les-Bains – Le Lioran,Mountain,211.0,Jonas Vingegaard,Dinamarca
2024,2024-07-11,12,Aurillac – Villeneuve-sur-Lot,Flat,203.6,Biniam Girmay,Eritrea
2024,2024-07-12,13,Agen – Pau,Flat,165.3,Jasper Philipsen,Bélgica
2024,2024-07-13,14,Pau – Pla d'Adet,Mountain,151.9,Tadej Pogačar,Eslovenia
2024,2024-07-14,15,Loudenvielle – Plateau de Beille,Mountain,197.7,Tadej Pogačar,Eslovenia
